season,round,gamecode,team,opponent,location,possessions,off_rtg,points,bench_points,starter_points,pace,fga,fg3a,fta
2024,28,E2024_248,MUN,RED,Home,72.34559999999999,138.22540693559804,100,39,61,72.34559999999999,61,37,19
2024,28,E2024_248,RED,MUN,Away,71.19359999999999,115.17889248471775,82,40,42,71.19359999999999,68,34,14
2024,11,E2024_95,MIL,TEL,Home,68.5056,143.05399850523168,98,24,74,68.5056,60,29,19
2024,11,E2024_95,TEL,MIL,Away,69.6576,123.46104373392134,86,33,53,69.6576,61,21,24
2024,30,E2024_267,TEL,VIR,Home,71.6928,107.40269594715228,77,29,48,71.6928,59,23,22
2024,30,E2024_267,VIR,TEL,Away,71.19359999999999,94.10958288385474,67,28,39,71.19359999999999,74,33,14
2024,29,E2024_257,TEL,MCO,Home,74.41919999999999,122.28027175782597,91,23,68,74.41919999999999,74,26,33
2024,29,E2024_257,MCO,TEL,Away,74.1888,118.61628709454797,88,26,62,74.1888,54,17,37
2024,15,E2024_127,ULK,MCO,Home,65.088,106.01032448377583,69,10,59,65.088,63,21,20
2024,15,E2024_127,MCO,ULK,Away,66.7776,148.25330649798732,99,41,58,66.7776,60,17,24
2024,3,E2024_19,BER,ASV,Home,72.23039999999999,116.29452418926105,84,42,42,72.23039999999999,69,27,21
2024,3,E2024_19,ASV,BER,Away,69.312,113.97737765466299,79,22,57,69.312,57,22,30
2024,12,E2024_103,PAR,OLY,Home,58.175999999999995,134.0759075907591,78,48,30,58.175999999999995,64,31,15
2024,12,E2024_103,OLY,PAR,Away,59.0976,118.44812648906216,70,20,50,59.0976,54,31,24
2024,20,E2024_176,IST,ASV,Home,63.36,119.94949494949496,76,27,49,63.36,54,17,25
2024,20,E2024_176,ASV,IST,Away,62.4,131.4102564102564,82,44,38,62.4,49,20,25
2024,23,E2024_204,BER,MUN,Home,70.65599999999999,118.8858695652174,84,39,45,70.65599999999999,66,28,15
2024,23,E2024_204,MUN,BER,Away,73.1904,135.26364113326338,99,33,66,73.1904,63,36,21
2024,32,E2024_286,BER,VIR,Home,70.31039999999999,91.02494083378846,64,36,28,70.31039999999999,73,33,21
2024,32,E2024_286,VIR,BER,Away,72.1536,149.6806812134114,108,43,65,72.1536,58,23,14
2024,13,E2024_110,ASV,MAD,Home,68.73599999999999,116.38733705772815,80,30,50,68.73599999999999,56,23,15
2024,13,E2024_110,MAD,ASV,Away,66.0864,118.02730970366066,78,38,40,66.0864,65,36,11
2024,2,E2024_18,OLY,ZAL,Home,67.1232,110.24504195270785,74,33,41,67.1232,47,17,43
2024,2,E2024_18,ZAL,OLY,Away,71.03999999999999,95.72072072072073,68,47,21,71.03999999999999,70,35,25
2024,20,E2024_179,OLY,MUN,Home,70.4256,159.03307888040712,112,35,77,70.4256,70,30,19
2024,20,E2024_179,MUN,OLY,Away,68.352,100.94803370786516,69,40,29,68.352,59,23,5
2024,11,E2024_99,MUN,BAR,Home,73.7664,135.5630747874371,100,17,83,73.7664,66,42,11
2024,11,E2024_99,BAR,MUN,Away,72.23039999999999,107.9877724614567,78,33,45,72.23039999999999,57,18,21
2024,6,E2024_50,OLY,MAD,Home,68.96640000000001,114.54853377876762,79,26,53,68.96640000000001,72,31,11
2024,6,E2024_50,MAD,OLY,Away,68.6208,100.55260212646895,69,23,46,68.6208,55,31,17
2024,28,E2024_252,BER,BAR,Home,74.38080000000001,114.27680261572877,85,45,40,74.38080000000001,71,25,17
2024,28,E2024_252,BAR,BER,Away,73.0368,135.5481072555205,99,51,48,73.0368,62,22,32
2024,4,E2024_35,RED,BAR,Home,78.2208,120.1726395025364,94,44,50,78.2208,64,25,17
2024,4,E2024_35,BAR,RED,Away,74.9184,130.8089868443533,98,47,51,74.9184,69,30,16
2024,31,E2024_276,MAD,MIL,Home,75.53280000000001,127.09710218607013,96,52,44,75.53280000000001,62,25,22
2024,31,E2024_276,MIL,MAD,Away,76.032,117.05597643097643,89,38,51,76.032,60,31,30
2024,35,E2024_307,MAD,PRS,Home,70.00319999999999,104.28094715670142,73,25,48,70.00319999999999,67,27,18
2024,35,E2024_307,PRS,MAD,Away,70.11840000000001,115.51889375684554,81,26,55,70.11840000000001,63,31,16
2024,11,E2024_94,OLY,BAS,Home,62.784000000000006,146.5341488277268,92,47,45,62.784000000000006,60,26,10
2024,11,E2024_94,BAS,OLY,Away,64.128,107.59730538922156,69,23,46,64.128,58,22,20
2024,24,E2024_216,PAR,RED,Home,65.74080000000001,107.99990264797508,71,23,48,65.74080000000001,59,17,17
2024,24,E2024_216,RED,PAR,Away,66.7776,109.3180946904351,73,30,43,66.7776,56,19,24
2024,3,E2024_24,VIR,ZAL,Home,68.928,98.65366759517178,68,15,53,68.928,59,24,20
2024,3,E2024_24,ZAL,VIR,Away,68.58239999999999,103.52510265024264,71,37,34,68.58239999999999,56,20,26
2024,5,E2024_45,MUN,OLY,Home,65.9712,127.32828870779977,84,15,69,65.9712,65,28,13
2024,5,E2024_45,OLY,MUN,Away,65.74080000000001,121.69003115264796,80,38,42,65.74080000000001,60,28,17
2024,1,E2024_2,MCO,MIL,Home,65.51039999999999,141.9621922626026,93,42,51,65.51039999999999,66,26,21
2024,1,E2024_2,MIL,MCO,Away,63.590399999999995,125.80515297906602,80,43,37,63.590399999999995,50,18,21
2024,19,E2024_167,ULK,IST,Home,66.8544,125.64618035611718,84,39,45,66.8544,57,26,31
2024,19,E2024_167,IST,ULK,Away,68.73599999999999,110.56797020484173,76,33,43,68.73599999999999,63,20,15
2024,12,E2024_101,BER,TEL,Home,78.4128,108.40066927848513,85,40,45,78.4128,67,20,22
2024,12,E2024_101,TEL,BER,Away,77.1456,133.5137713622034,103,46,57,77.1456,76,24,19
2024,10,E2024_85,MAD,IST,Home,68.3136,93.6855911560802,64,23,41,68.3136,62,34,14
2024,10,E2024_85,IST,MAD,Away,69.6576,106.23392135244396,74,39,35,69.6576,63,28,24
2024,12,E2024_108,ASV,IST,Home,69.8112,138.9461862852952,97,52,45,69.8112,66,26,13
2024,12,E2024_108,IST,ASV,Away,70.92479999999999,115.61541238043675,82,44,38,70.92479999999999,54,23,27
2024,8,E2024_68,PRS,PAR,Home,64.3584,114.98110580747812,74,28,46,64.3584,63,25,16
2024,8,E2024_68,PAR,PRS,Away,63.744,111.38303212851406,71,45,26,63.744,66,21,10
2024,9,E2024_76,OLY,ASV,Home,74.41919999999999,126.31148950808395,94,28,66,74.41919999999999,62,24,33
2024,9,E2024_76,ASV,OLY,Away,71.61599999999999,128.46291331546024,92,9,83,71.61599999999999,65,21,15
2024,27,E2024_238,MAD,BAR,Home,76.1088,126.13521695257315,96,53,43,76.1088,61,28,37
2024,27,E2024_238,BAR,MAD,Away,78.2208,116.33734249713632,91,49,42,78.2208,71,26,17
2024,13,E2024_116,MIL,RED,Home,70.7712,142.71342014830893,101,34,67,70.7712,72,33,13
2024,13,E2024_116,RED,MIL,Away,70.65599999999999,121.71648550724639,86,61,25,70.65599999999999,69,29,15
2024,4,E2024_33,MCO,VIR,Home,68.3904,147.6815459479693,101,45,56,68.3904,68,24,21
2024,4,E2024_33,VIR,MCO,Away,69.12,122.97453703703702,85,34,51,69.12,63,26,25
2024,33,E2024_296,BAS,ASV,Home,71.0784,156.16558616963803,111,39,72,71.0784,75,32,16
2024,33,E2024_296,ASV,BAS,Away,68.544,109.41876750700281,75,23,52,68.544,68,29,10
2024,19,E2024_166,BAS,RED,Home,66.3552,110.01398533950618,73,25,48,66.3552,63,28,23
2024,19,E2024_166,RED,BAS,Away,67.8912,110.47087104072399,75,41,34,67.8912,67,26,13
2024,31,E2024_279,TEL,PAN,Home,76.7232,119.91157824491157,92,33,59,76.7232,75,23,18
2024,31,E2024_279,PAN,TEL,Away,77.4144,127.88318452380952,99,31,68,77.4144,64,28,31
2024,21,E2024_184,PRS,IST,Home,70.11840000000001,125.5020080321285,88,40,48,70.11840000000001,69,31,16
2024,21,E2024_184,IST,PRS,Away,69.696,120.52341597796143,84,26,58,69.696,66,26,15
2024,1,E2024_8,PRS,RED,Home,62.630399999999995,122.94349070100144,77,33,44,62.630399999999995,65,23,21
2024,1,E2024_8,RED,PRS,Away,62.4384,128.12628126281263,80,45,35,62.4384,59,22,16
2024,8,E2024_69,ASV,ULK,Home,68.8896,105.9666480862133,73,48,25,68.8896,62,18,29
2024,8,E2024_69,ULK,ASV,Away,69.0432,111.52437893956248,77,33,44,69.0432,69,32,18
2024,15,E2024_130,MUN,TEL,Home,73.88159999999999,132.64466389466392,98,24,74,73.88159999999999,70,36,9
2024,15,E2024_130,TEL,MUN,Away,74.5728,124.71035015447991,93,15,78,74.5728,71,27,22
2024,33,E2024_290,ULK,BAR,Home,72.4608,103.50423953365129,75,29,46,72.4608,60,28,17
2024,33,E2024_290,BAR,ULK,Away,72.34559999999999,114.72708775654637,83,38,45,72.34559999999999,70,18,19
2024,18,E2024_162,VIR,ASV,Home,70.08,118.43607305936072,83,35,48,70.08,57,29,25
2024,18,E2024_162,ASV,VIR,Away,70.9632,97.23349567099568,69,20,49,70.9632,54,22,18
2024,17,E2024_146,PRS,ULK,Home,61.2864,135.4297201336675,83,29,54,61.2864,66,23,11
2024,17,E2024_146,ULK,PRS,Away,61.324799999999996,141.86756418284284,87,61,26,61.324799999999996,70,39,27
2024,4,E2024_29,MIL,ZAL,Home,66.5856,123.14975009611689,82,22,60,66.5856,64,21,19
2024,4,E2024_29,ZAL,MIL,Away,65.7024,129.37122540424704,85,39,46,65.7024,54,26,26
2024,27,E2024_235,RED,ZAL,Home,64.128,124.75049900199602,80,30,50,64.128,60,30,20
2024,27,E2024_235,ZAL,RED,Away,64.6656,132.99188440221695,86,24,62,64.6656,49,23,19
2024,2,E2024_11,RED,BAS,Home,64.58879999999999,120.7639714625446,78,22,56,64.58879999999999,59,22,12
2024,2,E2024_11,BAS,RED,Away,64.7808,109.60037541987751,71,21,50,64.7808,56,18,17
2024,24,E2024_213,ULK,VIR,Home,68.4288,138.83043396932285,95,52,43,68.4288,56,29,12
2024,24,E2024_213,VIR,ULK,Away,67.2,120.53571428571428,81,32,49,67.2,56,11,25
2024,37,E2024_313,ULK,PRS,Home,64.58879999999999,128.5052516845026,83,40,43,64.58879999999999,71,33,12
2024,37,E2024_313,PRS,ULK,Away,65.664,118.78654970760235,78,31,47,65.664,60,33,10
2024,25,E2024_221,MUN,MIL,Home,63.4752,137.06140350877192,87,34,53,63.4752,59,30,23
2024,25,E2024_221,MIL,MUN,Away,65.1264,107.48329402515722,70,31,39,65.1264,51,15,11
2024,21,E2024_189,MUN,MCO,Home,64.58879999999999,147.08432421720175,95,23,72,64.58879999999999,54,33,12
2024,21,E2024_189,MCO,MUN,Away,63.93599999999999,147.02202202202204,94,46,48,63.93599999999999,59,22,15
2024,34,E2024_306,BAR,VIR,Home,71.3856,127.47668997668997,91,29,62,71.3856,64,23,19
2024,34,E2024_306,VIR,BAR,Away,69.2352,125.65862451469772,87,32,55,69.2352,57,25,23
2024,23,E2024_200,PAN,ZAL,Home,67.6224,131.6131932614045,89,22,67,67.6224,71,29,26
2024,23,E2024_200,ZAL,PAN,Away,66.4704,114.3366069709224,76,36,40,66.4704,54,25,21
2024,30,E2024_264,OLY,RED,Home,68.85119999999999,106.02574828034952,73,35,38,68.85119999999999,61,23,13
2024,30,E2024_264,RED,OLY,Away,67.6608,119.71481271282633,81,19,62,67.6608,58,26,17
2024,27,E2024_239,TEL,ULK,Home,71.7696,130.97467451400036,94,26,68,71.7696,60,21,29
2024,27,E2024_239,ULK,TEL,Away,72.8832,104.27643133122584,76,39,37,72.8832,74,45,18
2024,14,E2024_122,TEL,BAR,Home,68.1984,126.10266516516515,86,26,60,68.1984,70,23,16
2024,14,E2024_122,BAR,TEL,Away,68.85119999999999,127.81186094069533,88,30,58,68.85119999999999,66,21,13
2024,32,E2024_280,ASV,ZAL,Home,68.3904,128.67303013288415,88,35,53,68.3904,58,27,21
2024,32,E2024_280,ZAL,ASV,Away,67.2384,117.49238530363601,79,39,40,67.2384,56,19,16
2024,19,E2024_169,PRS,BAR,Home,74.0352,106.70599930843707,79,35,44,74.0352,67,30,23
2024,19,E2024_169,BAR,PRS,Away,75.84,118.67088607594935,90,45,45,75.84,71,25,25
2024,33,E2024_292,MAD,PRS,Home,76.9152,136.5139790314528,105,72,33,76.9152,71,31,23
2024,33,E2024_292,PRS,MAD,Away,77.184,134.74295190713102,104,46,58,77.184,68,34,10
2024,12,E2024_104,ULK,MIL,Home,75.2256,112.99344903862514,85,33,52,75.2256,66,30,19
2024,12,E2024_104,MIL,ULK,Away,74.88,121.52777777777779,91,30,61,74.88,64,26,25
2024,16,E2024_142,IST,RED,Home,72.8832,122.11318932209343,89,46,43,72.8832,62,21,18
2024,16,E2024_142,RED,IST,Away,72.9984,91.7828335963528,67,23,44,72.9984,54,17,16
2024,5,E2024_37,PAR,VIR,Home,65.74080000000001,104.95765186915887,69,29,40,65.74080000000001,55,24,17
2024,5,E2024_37,VIR,PAR,Away,63.3984,110.41288108217242,70,9,61,63.3984,59,25,16
2024,10,E2024_89,PAR,MIL,Home,70.848,114.32926829268293,81,44,37,70.848,65,32,20
2024,10,E2024_89,MIL,PAR,Away,69.3504,126.89184200812109,88,39,49,69.3504,55,26,21
2024,23,E2024_203,TEL,RED,Home,70.2336,121.0246947330053,85,30,55,70.2336,52,23,14
2024,23,E2024_203,RED,TEL,Away,69.88799999999999,104.45283882783885,73,40,33,69.88799999999999,64,23,20
2024,3,E2024_26,PAR,MUN,Home,68.0448,126.38732129420617,86,40,46,68.0448,51,23,27
2024,3,E2024_26,MUN,PAR,Away,68.85119999999999,113.28778583379813,78,25,53,68.85119999999999,60,29,13
2024,42,E2024_328,ULK,PAN,Home,64.89599999999999,126.35601577909273,82,49,33,64.89599999999999,62,34,15
2024,42,E2024_328,PAN,ULK,Away,65.9328,115.26887982915939,76,11,65,65.9328,53,17,22
2024,26,E2024_226,ULK,MAD,Home,63.552,122.73413897280967,78,39,39,63.552,62,34,5
2024,26,E2024_226,MAD,ULK,Away,64.2816,104.22889287136599,67,32,35,64.2816,64,22,9
2024,25,E2024_223,BAR,TEL,Home,71.8464,139.18581863531088,100,44,56,71.8464,70,35,11
2024,25,E2024_223,TEL,BAR,Away,74.112,95.80094991364422,71,19,52,74.112,69,28,5
2024,4,E2024_28,BER,ULK,Home,67.2384,105.59442223491338,71,37,34,67.2384,64,26,16
2024,4,E2024_28,ULK,BER,Away,65.3952,119.27480916030532,78,44,34,65.3952,59,30,23
2024,23,E2024_199,IST,MIL,Home,64.8576,169.60232879415827,110,64,46,64.8576,63,27,24
2024,23,E2024_199,MIL,IST,Away,63.744,103.53915662650604,66,31,35,63.744,60,28,10
2024,13,E2024_117,VIR,BER,Home,84.0576,104.69011725293133,88,39,49,84.0576,79,37,24
2024,13,E2024_117,BER,VIR,Away,85.1328,105.7171853856563,90,34,56,85.1328,84,29,22
2024,21,E2024_187,RED,ULK,Home,64.8576,140.3073810933491,91,47,44,64.8576,52,20,24
2024,21,E2024_187,ULK,RED,Away,66.89280000000001,143.51320321469575,96,43,53,66.89280000000001,60,35,22
2024,15,E2024_132,IST,PAN,Home,66.62400000000001,139.58933717579248,93,49,44,66.62400000000001,64,23,10
2024,15,E2024_132,PAN,IST,Away,66.7776,100.33304581176921,67,24,43,66.7776,66,24,24
2024,2,E2024_15,MAD,PAR,Home,72.23039999999999,128.75465178096758,93,51,42,72.23039999999999,63,27,21
2024,2,E2024_15,PAR,MAD,Away,69.88799999999999,123.05402930402931,86,49,37,69.88799999999999,59,28,20
2024,7,E2024_57,MIL,VIR,Home,74.9952,132.0084485407066,99,63,36,74.9952,70,29,23
2024,7,E2024_57,VIR,MIL,Away,75.6096,119.03250380904011,90,41,49,75.6096,55,22,29
2024,34,E2024_304,ASV,MCO,Home,66.4704,117.34546504910458,78,14,64,66.4704,63,26,21
2024,34,E2024_304,MCO,ASV,Away,66.5088,124.7955157813703,83,39,44,66.5088,59,20,37
2024,10,E2024_82,ASV,RED,Home,67.008,114.9116523400191,77,23,54,67.008,52,17,20
2024,10,E2024_82,RED,ASV,Away,66.2784,111.65025106218616,74,42,32,66.2784,61,28,16
2024,11,E2024_92,MCO,ASV,Home,72.9984,141.098982991408,103,43,60,72.9984,73,22,16
2024,11,E2024_92,ASV,MCO,Away,71.46239999999999,128.7390291957729,92,25,67,71.46239999999999,52,20,26
2024,17,E2024_147,MAD,MCO,Home,76.8,122.39583333333334,94,49,45,76.8,60,22,25
2024,17,E2024_147,MCO,MAD,Away,76.3008,94.36336185203825,72,22,50,76.3008,64,24,17
2024,25,E2024_218,ZAL,BER,Home,68.4288,106.680228208006,73,26,47,68.4288,52,21,37
2024,25,E2024_218,BER,ZAL,Away,71.19359999999999,74.44489392304928,53,24,29,71.19359999999999,65,24,14
2024,6,E2024_52,BAS,MIL,Home,65.9328,133.46922927586877,88,35,53,65.9328,70,26,22
2024,6,E2024_52,MIL,BAS,Away,66.81599999999999,124.22174329501918,83,33,50,66.81599999999999,67,30,15
2024,33,E2024_295,RED,IST,Home,80.6784,118.99095668729178,96,38,58,80.6784,74,37,16
2024,33,E2024_295,IST,RED,Away,77.8752,124.55826758711372,97,40,57,77.8752,66,24,23
2024,5,E2024_44,BAR,ASV,Home,71.5008,125.87271750805587,90,48,42,71.5008,61,27,17
2024,5,E2024_44,ASV,BAR,Away,69.9648,118.63108305890964,83,34,49,69.9648,57,29,27
2024,6,E2024_51,PAN,ASV,Home,70.00319999999999,131.42256353995248,92,48,44,70.00319999999999,62,20,18
2024,6,E2024_51,ASV,PAN,Away,68.12159999999999,99.82149567831644,68,32,36,68.12159999999999,58,27,9
2024,9,E2024_73,ULK,MUN,Home,69.1968,125.72835738068812,87,35,52,69.1968,64,28,7
2024,9,E2024_73,MUN,ULK,Away,67.776,112.13408876298396,76,17,59,67.776,59,29,15
2024,41,E2024_326,PAN,IST,Home,67.7376,110.72137188208617,75,13,62,67.7376,62,30,24
2024,41,E2024_326,IST,PAN,Away,68.2752,98.13226471691038,67,26,41,68.2752,61,29,23
2024,29,E2024_261,BAR,PAR,Home,65.9712,131.8757275902212,87,41,46,65.9712,55,28,13
2024,29,E2024_261,PAR,BAR,Away,67.0464,119.32035127911416,80,12,68,67.0464,73,28,11
2024,7,E2024_63,PRS,BAS,Home,68.4288,97.9119902731014,67,31,36,68.4288,72,27,12
2024,7,E2024_63,BAS,PRS,Away,68.46719999999999,94.93596934006358,65,16,49,68.46719999999999,67,26,28
2024,5,E2024_38,MCO,PRS,Home,74.15039999999999,107.88883134817885,80,30,50,74.15039999999999,75,24,21
2024,5,E2024_38,PRS,MCO,Away,73.6512,118.12434827945776,87,25,62,73.6512,63,29,13
2024,30,E2024_266,MAD,ASV,Home,70.08,115.58219178082192,81,38,43,70.08,56,25,25
2024,30,E2024_266,ASV,MAD,Away,69.5424,100.65801582919198,70,17,53,69.5424,50,26,26
2024,20,E2024_180,VIR,BAS,Home,67.0464,113.35433371515845,76,10,66,67.0464,65,28,11
2024,20,E2024_180,BAS,VIR,Away,66.7008,110.94319708309345,74,37,37,66.7008,63,28,17
2024,39,E2024_319,BAR,MCO,Home,65.856,151.84645286686106,100,50,50,65.856,68,26,15
2024,39,E2024_319,MCO,BAR,Away,65.856,135.14334305150632,89,12,77,65.856,59,27,15
2024,29,E2024_255,BER,BAS,Home,77.2992,125.48642159297899,97,62,35,77.2992,78,25,8
2024,29,E2024_255,BAS,BER,Away,75.264,119.57908163265307,90,42,48,75.264,56,24,35
2024,1,E2024_6,TEL,ASV,Home,71.61599999999999,124.2739052725648,89,27,62,71.61599999999999,65,18,15
2024,1,E2024_6,ASV,TEL,Away,72.9216,112.44953484289977,82,36,46,72.9216,61,17,9
2024,30,E2024_269,BAR,ZAL,Home,64.9344,126.28129312044156,82,55,27,64.9344,71,24,6
2024,30,E2024_269,ZAL,BAR,Away,62.97599999999999,111.15345528455285,70,34,36,62.97599999999999,61,22,15
2024,4,E2024_32,TEL,PAR,Home,64.3968,122.67690320015903,79,25,54,64.3968,57,24,32
2024,4,E2024_32,PAR,TEL,Away,65.0112,139.97588107895254,91,33,58,65.0112,67,23,13
2024,9,E2024_75,BER,MIL,Home,86.51520000000001,121.36595650244118,105,64,41,86.51520000000001,71,25,23
2024,9,E2024_75,MIL,BER,Away,86.592,116.63895048041391,101,27,74,86.592,74,32,30
2024,18,E2024_160,BAS,PRS,Home,74.88,125.53418803418803,94,21,73,74.88,69,26,25
2024,18,E2024_160,PRS,BAS,Away,75.03359999999999,107.9516376663255,81,48,33,75.03359999999999,77,36,14
2024,25,E2024_225,VIR,PAR,Home,59.7888,118.75133804324555,71,32,39,59.7888,57,24,12
2024,25,E2024_225,PAR,VIR,Away,61.593599999999995,131.50716957605985,81,13,68,61.593599999999995,59,18,14
2024,11,E2024_96,MAD,BER,Home,75.072,130.54134697357202,98,47,51,75.072,54,25,30
2024,11,E2024_96,BER,MAD,Away,73.34400000000001,114.52879581151831,84,34,50,73.34400000000001,65,27,10
2024,27,E2024_242,PAR,BAS,Home,69.88799999999999,123.05402930402931,86,26,60,69.88799999999999,63,22,20
2024,27,E2024_242,BAS,PAR,Away,71.80799999999999,101.65998217468805,73,30,43,71.80799999999999,65,25,20
2024,14,E2024_119,MUN,BAS,Home,70.8864,132.60653665583243,94,39,55,70.8864,62,30,11
2024,14,E2024_119,BAS,MUN,Away,65.9712,121.26503686457121,80,16,64,65.9712,58,26,13
2024,35,E2024_308,MUN,RED,Home,75.53280000000001,128.4210303338417,97,31,66,75.53280000000001,66,31,22
2024,35,E2024_308,RED,MUN,Away,77.75999999999999,119.59876543209877,93,23,70,77.75999999999999,68,22,25
2024,10,E2024_86,TEL,OLY,Home,74.26559999999999,122.53317821440884,91,30,61,74.26559999999999,68,21,19
2024,10,E2024_86,OLY,TEL,Away,74.3424,126.44197658402206,94,37,57,74.3424,63,27,26
2024,13,E2024_111,PAN,BAR,Home,70.31039999999999,128.00382304751506,90,44,46,70.31039999999999,59,30,21
2024,13,E2024_111,BAR,PAN,Away,70.7712,125.75737022969797,89,37,52,70.7712,66,25,13
2024,23,E2024_207,PAR,PRS,Home,65.51039999999999,140.43571707698322,92,32,60,65.51039999999999,59,27,21
2024,23,E2024_207,PRS,PAR,Away,67.008,128.34288443170965,86,31,55,67.008,59,27,20
2024,8,E2024_65,RED,BER,Home,74.112,124.13644214162349,92,40,52,74.112,66,21,30
2024,8,E2024_65,BER,RED,Away,74.1888,95.70177708764666,71,19,52,74.1888,64,26,12
2024,9,E2024_77,PAN,TEL,Home,72.768,127.80343007915566,93,42,51,72.768,58,16,20
2024,9,E2024_77,TEL,PAN,Away,72.34559999999999,120.25610403397029,87,40,47,72.34559999999999,66,19,19
2024,32,E2024_281,OLY,MCO,Home,66.7392,115.37447257383965,77,30,47,66.7392,61,20,33
2024,32,E2024_281,MCO,OLY,Away,65.9328,121.33566297806252,80,36,44,65.9328,61,21,22
2024,15,E2024_128,BER,PAR,Home,72.5376,124.07358390682901,90,37,53,72.5376,57,24,24
2024,15,E2024_128,PAR,BER,Away,70.5024,129.07362018881628,91,17,74,70.5024,59,27,26
2024,21,E2024_182,BAS,OLY,Home,74.8032,135.02096167008898,101,44,57,74.8032,70,30,18
2024,21,E2024_182,OLY,BAS,Away,73.26719999999999,139.21645702306083,102,30,72,73.26719999999999,68,24,28
2024,33,E2024_293,TEL,MUN,Home,74.88,124.19871794871796,93,27,66,74.88,60,18,25
2024,33,E2024_293,MUN,TEL,Away,76.83840000000001,117.12893553223387,90,39,51,76.83840000000001,60,41,16
2024,2,E2024_14,PAN,MUN,Home,71.19359999999999,132.03434016540814,94,46,48,71.19359999999999,72,21,14
2024,2,E2024_14,MUN,PAN,Away,73.53599999999999,107.43037423846826,79,44,35,73.53599999999999,65,27,15
2024,32,E2024_284,IST,TEL,Home,66.7392,134.85327963176067,90,39,51,66.7392,68,33,8
2024,32,E2024_284,TEL,IST,Away,64.128,137.2255489021956,88,28,60,64.128,52,19,20
2024,2,E2024_13,ASV,VIR,Home,64.43520000000001,135.01936829558997,87,24,63,64.43520000000001,69,22,23
2024,2,E2024_13,VIR,ASV,Away,64.5504,131.68005155661314,85,40,45,64.5504,58,17,21
2024,28,E2024_245,PAN,MAD,Home,71.0784,119.58625967945255,85,44,41,71.0784,66,27,16
2024,28,E2024_245,MAD,PAN,Away,69.0816,101.3294422827497,70,46,24,69.0816,69,26,9
2024,24,E2024_211,PRS,ASV,Home,70.9632,128.2354797979798,91,46,45,70.9632,68,30,18
2024,24,E2024_211,ASV,PRS,Away,72.1152,113.70695775647852,82,43,39,72.1152,61,31,23
2024,18,E2024_156,MIL,OLY,Home,68.73599999999999,120.75186219739294,83,27,56,68.73599999999999,51,21,15
2024,18,E2024_156,OLY,MIL,Away,70.9632,118.37121212121211,84,26,58,70.9632,57,29,18
2024,43,E2024_329,OLY,PAN,Home,76.83840000000001,126.23896385140763,97,32,65,76.83840000000001,65,27,16
2024,43,E2024_329,PAN,OLY,Away,75.7632,122.75088697415104,93,44,49,75.7632,67,23,18
2024,24,E2024_212,TEL,BER,Home,73.4976,118.37121212121211,87,30,57,73.4976,62,26,24
2024,24,E2024_212,BER,TEL,Away,73.11359999999999,127.19931722689077,93,51,42,73.11359999999999,71,20,14
2024,13,E2024_114,TEL,PRS,Home,72.23039999999999,112.14114832535887,81,32,49,72.23039999999999,66,18,21
2024,13,E2024_114,PRS,TEL,Away,68.85119999999999,135.07389849414392,93,47,46,68.85119999999999,77,33,13
2024,42,E2024_327,OLY,MCO,Home,71.15520000000001,95.565749235474,68,14,54,71.15520000000001,59,27,23
2024,42,E2024_327,MCO,OLY,Away,69.696,111.91460055096418,78,20,58,69.696,64,17,15
2024,31,E2024_278,RED,VIR,Home,66.81599999999999,131.70498084291188,88,46,42,66.81599999999999,68,24,15
2024,31,E2024_278,VIR,RED,Away,65.3184,79.61003331373702,52,19,33,65.3184,55,22,16
2024,11,E2024_97,IST,PRS,Home,70.65599999999999,118.8858695652174,84,39,45,70.65599999999999,64,22,15
2024,11,E2024_97,PRS,IST,Away,71.15520000000001,130.70021586616295,93,32,61,71.15520000000001,64,26,23
2024,18,E2024_155,BER,MAD,Home,65.77919999999999,104.89638061879745,69,21,48,65.77919999999999,70,22,8
2024,18,E2024_155,MAD,BER,Away,67.8912,117.83559577677225,80,44,36,67.8912,60,35,13
2024,32,E2024_288,PAN,PRS,Home,72.0,136.11111111111111,98,43,55,72.0,69,30,25
2024,32,E2024_288,PRS,PAN,Away,73.3056,137.77937838309762,101,34,67,73.3056,64,30,19
2024,3,E2024_20,ULK,RED,Home,65.856,86.5524781341108,57,23,34,65.856,55,23,15
2024,3,E2024_20,RED,ULK,Away,63.8208,119.08343361411953,76,26,50,63.8208,57,28,17
2024,40,E2024_323,BAR,MCO,Home,73.92,106.87229437229438,79,27,52,73.92,56,27,25
2024,40,E2024_323,MCO,BAR,Away,75.53280000000001,95.3228266395526,72,22,50,75.53280000000001,63,32,22
2024,5,E2024_41,BAS,BER,Home,69.312,115.42012927054479,80,29,51,69.312,74,36,5
2024,5,E2024_41,BER,BAS,Away,67.584,84.33948863636364,57,13,44,67.584,60,19,10
2024,17,E2024_151,OLY,BER,Home,72.1152,124.80031948881789,90,27,63,72.1152,68,28,23
2024,17,E2024_151,BER,OLY,Away,73.3056,115.952942203597,85,35,50,73.3056,57,23,19
2024,22,E2024_191,MIL,PAR,Home,66.2784,105.61510235612204,70,20,50,66.2784,54,28,16
2024,22,E2024_191,PAR,MIL,Away,69.0432,130.353170189099,90,32,58,69.0432,58,22,18
2024,15,E2024_131,MAD,ZAL,Home,73.8816,112.34190921690922,83,46,37,73.8816,54,26,34
